C05488	11-Deoxycortisol
C02140	Corticosterone
C06099	d-Limonene
C18049	N-Acyl-L-homoserine lactone
C00566	(3S)-Citryl-CoA
C06429	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid
C03820	1-Alkyl-2-acetyl-sn-glycerol
C16336	trans-2-Enoyl-OPC4-CoA
C12000	Tylactone
C19580	alpha-[3-[(Hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol
C09813	2-Ketocyclohexane-1-carboxyl-CoA
C21937	(8Z,11Z)-Icosadienoyl-CoA
C12491	Pyrrolnitrin
C00315	Spermidine
C00741	Diacetyl
C15532	N-Acetyl-L-citrulline
C05642	Formyl-N-acetyl-5-methoxykynurenamine
C16480	4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
C21323	3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoate
C20878	Very-long-chai
C05965	12(S)-HPETE
C20377	3-Hydroxypimeloyl-[acp] methyl ester
C15796	22alpha-Hydroxy-campest-4-en-3-one
C20564	Fumitremorgin A
C01246	Dolichyl beta-D-glucosyl phosphate
C05011	Hydroxytamoxifen
C11422	Phenanthrene
C02593	Tetradecanoyl-CoA
C00255	Riboflavin
C06399	Hydrogenobyrinate
C05959	11-epi-Prostaglandin F2alpha
C00286	dGTP
C00411	Sinapoyl-CoA
C04062	D-myo-Inositol 1,3-bisphosphate
C16624	Isoniazid pyruvate
C18006	gamma-L-Glutamyl-[acp]
C05191	Dihydrosanguinarine
C16660	2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline
C11449	(S)-3-Chloro-4,5-dihydroxy-beta-phenylalanyl-[pcp]
C16756	Aflatoxin M1
C00794	D-Sorbitol
C06241	N-Acetylneuraminate 9-phosphate
C06142	1-Butanol
C01104	Trimethylamine N-oxide
C00469	Ethanol
C06314	Lipoxin A4
C05179	Salutaridine
C04517	1-(1-Alkenyl)-sn-glycero-3-phosphocholine
C11481	HSO3-
C16374	(2E,6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosaheptaenoyl-CoA
C02262	D-Galactosamine
C20657	meso-2,3-Butanediol
C02167	Maleylpyruvate
C01598	Melatonin
C00576	Betaine aldehyde
C05640	Cinnavalininate
C02135	Angiotensin II
C05545	Protein N6,N6-dimethyl-L-lysine
C00345	6-Phospho-D-gluconate
C01344	dIDP
C21255	Lividamine
C13482	Phosphodimethylethanolamine
C02526	Biphenyl-2,3-diol
C21432	8,12-Diethylbacteriochlorophyllide d
C01079	Protoporphyrinogen IX
C15888	3,4,3',4'-Tetrahydrospirilloxanthin
C04327	4-Methyl-5-(2-phosphooxyethyl)thiazole
C14773	8,9-DHET
C00989	4-Hydroxybutanoic acid
C00810	(R)-Acetoin
C01405	Aspirin
C19853	trans,polycis-Polyprenyl diphosphate
C21069	[5-(Aminomethyl)furan-3-yl]methyl diphosphate
C11521	UDP-6-sulfoquinovose
C02535	Dimethyl selenide
C21427	8,12-Diethyl-3-vinylbacteriochlorophyllide d
C05659	5-Methoxytryptamine
C03345	2-Methylbut-2-enoyl-CoA
C00988	2-Phosphoglycolate
C21073	dTDP-3-N,N-dimethylamino-2,3,6-trideoxy-4-keto-D-glucose
C03660	L-Bornesitol
C04376	5'-Phosphoribosyl-N-formylglycinamide
C00294	Inosine
C11964	Avermectin A1b aglycone
C09817	Benzylsuccinyl-CoA
C12001	5-O-beta-D-Mycaminosyltylactone
C21442	Phenazine-1-carboxylate
C02373	4-Methylpentanal
C05815	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone
C05138	17alpha-Hydroxypregnenolone
C00175	Cobalt ion
C16474	3-Fluoro-cis,cis-muconate
C01610	Puromycin
C00760	Cellulose
C13455	Abscisic aldehyde
C00137	myo-Inositol
C04582	S-Methyl-5-thio-D-ribulose 1-phosphate
C06376	N-Acetyl-D-galactosamine 6-phosphate
C05658	Indoxyl
C02528	Chenodeoxycholate
C20249	(Z)-3-Peroxyaminoacrylate
C00899	11-cis-Retinol
C20313	N-Hydroxy-L-valine
C05714	alpha-Aminopropiononitrile
C20294	Chromiu
C16160	Linoleoyl-[acyl-carrier protein]
C17570	2-Methyl-6-solanyl-1,4-benzoquinol
C04642	2-Hydroxy-5-carboxymethylmuconate semialdehyde
C14825	9(10)-EpOME
C02798	3-Phosphonopyruvate
C02112	2-Acylglycerol
C01187	3-Deoxy-D-manno-octulosonate
C04361	1-O-Alkyl-2-acetyl-3-acyl-sn-glycerol
C21568	4-Hydroxy-2,2'-bipyrrole-5-methanol
C01165	L-Glutamate 5-semialdehyde
C05435	gamma-Carotene
C21955	L-Galactono-1,5-lactone
C16219	3-Oxostearoyl-[acp]
C01127	4-Hydroxy-2-oxoglutarate
C12272	N-Oleoyl dopamine
C19846	Pimeloyl-[acyl-carrier protein] methyl ester
C11999	Pikromycin
C06711	Fluoren-9-ol
C05472	Urocortisol
C17432	all-trans-Decaprenyl diphosphate
C08417	Gluconasturtiin
C00332	Acetoacetyl-CoA
C20303	Chloroethylene oxide
C18155	Bacteriochlorophyllide a
C00111	Glycerone phosphate
C01471	Acrolein
C08821	Isofucosterol
C06433	5'-Benzoylphosphoadenosine
C00800	L-Gulonate
C01046	N-Methyl-L-glutamate
C06757	4-Methylbenzyl alcohol
C20570	alpha-1,5-L-Arabinobiose
C12834	2,5-Dichloro-carboxymethylenebut-2-en-4-olide
C05654	5-(2'-Formylethyl)-4,6-dihydroxypicolinate
C01312	Prostaglandin I2
C00044	GTP
C21945	cis-Vaccenoyl-CoA
C01041	Monodehydroascorbate
C03004	N-Hydroxy-L-tyrosine
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate
C01271	(3R)-3-Hydroxyacyl-[acyl-carrier protein]
C07729	Dibenzofuran
C05144	(beta-D-Mannuronate)n
C20281	1-(4-Hydroxyphenylazo)-2-naphthol
C16328	trans-2-Enoyl-OPC8-CoA
C20293	N-Acetoxy-MeIQx
C11045	Aspartame
C01013	3-Hydroxypropanoate
C04498	p-Coumaroylagmatine
C11355	4-Amino-4-deoxychorismate
C00223	p-Coumaroyl-CoA
C17580	2-Deoxy-scyllo-inosamine
C17542	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)3-D-alanyl-D-alanine
C19155	(2S)-Lactyl-2-diphospho-5'-guanosine
C02656	Pimelate
C04518	17alpha,20alpha-Dihydroxypregn-4-en-3-one
C05643	6-Hydroxymelatonin
C21643	3-Dehydro-scyllo-inosose
C01278	2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate
C16262	1-Hydro-1,1a-dihydroxy-9-fluorenone
C21341	Calicheamicin alpha1(I)
C05527	3-Sulfinylpyruvate
C01272	1D-myo-Inositol 1,3,4,5-tetrakisphosphate
C20254	Ureidoacrylate
C05715	gamma-Amino-gamma-cyanobutanoate
C10860	Littorine
C20605	12alpha,13alpha-Dihydroxyfumitremorgin C
C00965	1,3-beta-D-Glucan
C12147	L-Threonine O-3-phosphate
C12321	dTDP-L-epivancosamine
C01045	N-Formyl-L-glutamate
C00568	4-Aminobenzoate
C17700	Validoxylamine A
C05381	3-Carboxy-1-hydroxypropyl-ThPP
C21016	Ophthalmate
C02352	1,4-beta-D-Xylan
C14770	11,12-EET
C12831	3,4,6-Trichlorocatechol
C00666	LL-2,6-Diaminoheptanedioate
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate
C05906	Leucocyanidin
C20082	Pseudaminic acid
C17225	Tetrahomomethionine
C17947	2-Phosphinomethylmalate
C04630	UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose
C21939	(5Z,8Z,11Z)-Icosatrienoyl-CoA
C02163	L-Arginyl-tRNA(Arg)
C01586	Hippurate
C01026	N,N-Dimethylglycine
C03206	5a,11a-Dehydrotetracycline
C00633	4-Hydroxybenzaldehyde
C15791	Teasterone
C00007	Oxygen
C19687	7-Chloro-L-tryptophan
C00165	Diacylglycerol
C08061	2'-Aminobiphenyl-2,3-diol
C05482	Cortol
C05697	Selenate
C21207	NDP-1-epi-valienol 7-phosphate
C20846	3-Oxo-3-ureidoisobutyrate
C06202	Salicylaldehyde
C00245	Taurine
C07215	o-Toluate
C05681	Ceramide 2-aminoethylphosphonate
C04756	O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine
C00492	Raffinose
C02811	Anhydrotetracycline
C20251	1-Keto-D-chiro-inositol
C02356	(S)-2-Aminobutanoate
C06163	(S)-cis-N-Methylstylopine
C03794	N6-(1,2-Dicarboxyethyl)-AMP
C06423	Octanoic acid
C21326	(R)-2-Aza-beta-tyrosine
C21205	1-epi-Valienol 7-phosphate
C15785	Campest-4-en-3-one
C11991	L-Olivosyl-oleandolide
C00250	Pyridoxal
C12014	Chloroeremomycin
C00763	D-Proline
C06756	p-Xylene
C06956	Digoxin
C00922	2,3-Dimethylmaleate
C14861	S-(2,2-Dichloro-1-hydroxy)ethyl glutathione
C08401	Glucoberteroin
C06630	3-O-alpha-Mycarosylerythronolide B
C05382	Sedoheptulose 7-phosphate
C01137	S-Adenosylmethioninamine
C20395	UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronate
C15776	4alpha-Methylfecosterol
C05479	5beta-Pregnane-3,20-dione
C01852	Secologanin
C18005	gamma-L-Glutamyl-butirosin B
C20518	2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate
C21018	Enzyme N6-(S-propyldihydrolipoyl)lysine
C01118	O-Succinyl-L-homoserine
C19604	7,12-Dimethylbenz[a]anthracene 5,6-oxide
C01647	tRNA(Met)
C00745	Nicotine
C21486	Thio-molybdenum cofactor
C01330	Sodium cation
C16650	5-Hydroxyvalproic acid
C00178	Thymine
C20994	S-(Hercyn-2-yl)-L-cysteine S-oxide
C17209	2-Deoxy-scyllo-inosose
C02426	L-Glyceraldehyde
C00698	Cl-
C15808	4alpha-Methylzymosterol-4-carboxylate
C12126	Dihydroceramide
C21280	AG 2034
C00828	Menaquinone
C21124	IPA imine
C05322	7-O-Acetylsalutaridinol
C00617	UDP-D-galacturonate
C01219	CDP-4-dehydro-6-deoxy-D-glucose
C14871	S-(Formylmethyl)glutathione
C01186	(3S,5S)-3,5-Diaminohexanoate
C14778	16(R)-HETE
C01252	4-(2-Aminophenyl)-2,4-dioxobutanoate
C10434	5-O-Caffeoylshikimic acid
C04294	5-(2-Hydroxyethyl)-4-methylthiazole
C11754	Cephaloridine
C16364	N,N'-Dimethylurea
C00010	CoA
C16338	3-Oxo-OPC4-CoA
C20353	2'-Deamino-2'-hydroxyparomamine
C16341	2(R)-HPOT
C08362	(9Z)-Hexadecenoic acid
C21995	1-PEtN-KDO2-lipid A
C00627	Pyridoxine phosphate
C04767	O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate
C00052	UDP-alpha-D-galactose
C01152	N(pi)-Methyl-L-histidine
C19765	15,9'-dicis-Phytofluene
C05504	16-Glucuronide-estriol
C12455	5-Aminopentanal
C12322	dTDP-L-vancosamine
C20144	Androsta-1,4-diene-3,17-dione
C06999	Fexofenadine
C02992	L-Threonyl-tRNA(Thr)
C00487	Carnitine
C15973	Enzyme N6-(dihydrolipoyl)lysine
C21106	24-epi-Campesterol
C07095	2,5-Dichloro-cis,cis-muconate
C00387	Guanosine
C14796	(1R)-Hydroxy-(2R)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene
C04549	1-Phosphatidyl-1D-myo-inositol 3-phosphate
C21342	Calicheamicin alpha3(I)
C05291	7alpha-Hydroxytestosterone
C20238	(2R)-Ethylmalonyl-CoA
C21017	2-(alpha-Hydroxypropyl)thiamine diphosphate
C01921	Glycocholate
C00071	Aldehyde
C06044	4-Hydroxyphenylethanol
C02700	L-Formylkynurenine
C05641	5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinate
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate
C20975	8-Demethyl-8-(2-O-methyl-alpha-L-rhamnosyl)tetracenomycin C
C06705	Capsular polysaccharide
C00209	Oxalate
C05307	Chlorophyll b
C07030	N-Acetyl-O-demethylpuromycin-5'-phosphate
C11989	8,8a-Deoxyoleandolide
C16604	2-Hydroxyiminostilbene
C07495	Dihydroxycarbazepine
C06407	Precorrin 4
C00143	5,10-Methylenetetrahydrofolate
C21346	3-Hydroxy-5-iodo-2-methoxyorsellinate-[acp]
C00203	UDP-N-acetyl-D-galactosamine
C02273	Digalacturonate
C21270	Gentamicin C2a
C01412	Butanal
C14039	1,1-Dichloroethylene
C00415	Dihydrofolate
C20397	Pentalenolactone F
C00224	Adenylyl sulfate
C05266	(S)-3-Hydroxyoctanoyl-CoA
C11472	D-glycero-beta-D-manno-Heptose 1,7-bisphosphate
C20573	Aldotetraouronic acid
C14732	5-OxoETE
C20302	Methyldiazonium ion
C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine
C17693	5-epi-Valiolone 7-phosphate
C16649	4-Hydroxyvalproic acid
C04797	5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde
C17552	2-Polyprenyl-6-methoxyphenol
C20710	(4R,5R)-4,5-Dihydroxycyclohexa-1(6),2-diene-1-carboxylate
C14592	N-Methyl-N'-nitro-N-nitrosoguanidine
C21250	2-Methyl-trans-aconitate
C15520	Cholest-5-ene-3beta,7alpha,25-triol
C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate
C21569	4-Hydroxy-2,2'-bipyrrole-5-carbaldehyde
C05080	Novobiocin
C16179	(11Z,14Z,17Z)-Icosatrienoyl-CoA
C16150	(R,S)-Nicotine
C11927	dTDP-4-oxo-2,6-dideoxy-L-mannose
C00877	Crotonoyl-CoA
C01514	Luteolin
C20171	Icilin
C06108	Fluoroacetate
C14851	Benzo[a]pyrene-4,5-oxide
C19815	Terpentedienyl diphosphate
C17707	Lividomycin A
C12283	Saccharin
C21567	Pyrrolyl-2-carboxyl-S-[acyl-carrier protein]
C12833	2,3,5-Trichloro-cis,cis-muconate
C03997	5-Hydroxymethyldeoxycytidylate
C18324	(2S)-Methylsuccinyl-CoA
C05503	Estradiol-17beta 3-glucuronide
C03793	N6,N6,N6-Trimethyl-L-lysine
C00364	dTMP
C14791	(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene
C06508	Adenosyl cobinamide
C21093	Terpentecin
C03659	D-Bornesitol
C12371	Tetracenomycin A2
C00199	D-Ribulose 5-phosphate
C09804	cis-trans-Nepetalactol
C11925	dTDP-3-amino-3,6-dideoxy-D-glucose
C00244	Nitrate
C08313	Skatole
C03090	5-Phosphoribosylamine
C16661	L-alpha-Acetyl-N-normethadol
C00070	Copper
C06455	Hydroxymethylphosphonate
C00355	3,4-Dihydroxy-L-phenylalanine
C00624	N-Acetyl-L-glutamate
C03676	3-Hydroxy-cis,cis-muconate
C05399	Melibiitol
C04114	(E)-4-(Trimethylammonio)but-2-enoate
C00239	dCMP
C07836	D-glycero-beta-D-manno-Heptose 7-phosphate
C00655	Xanthosine 5'-phosphate
C22040	S-Methyl-L-cysteine
C04454	5-Amino-6-(5'-phospho-D-ribitylamino)uracil
C05853	Phenylethyl alcohol
C12270	N-Acetylaspartylglutamate
C05552	Biocytin
C11831	Divinylprotochlorophyllide
C01595	Linoleate
C15789	6-Oxocampestanol
C03028	Thiamin triphosphate
C11736	5-Fluorodeoxyuridine
C15645	1-(1-Alkenyl)-sn-glycerol
C02067	Pseudouridine
C01623	UDP-apiose
C00100	Propanoyl-CoA
C02934	3-Dehydrosphinganine
C18059	CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol
C19317	Allyl isothiocyanate
C05557	Isopenicillin N
C07085	3-Vinylcatechol
C06597	1,3,4,6-Tetrachloro-1,4-cyclohexadiene
C02888	Sorbose 1-phosphate
C12284	Saccharin sodium anhydrous
C00412	Stearoyl-CoA
C00683	(S)-Methylmalonyl-CoA
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide
C03939	Acetyl-[acyl-carrier protein]
C19606	NNAL-N-glucuronide
C19929	N(alpha)-Acetyl-L-2,4-diaminobutyrate
C01190	Glucosylceramide
C17335	3beta,7alpha-Dihydroxy-5-cholestenoate
C14832	12,13-Epoxy-9-hydroxy-10-octadecenoate
C05466	Glycochenodeoxycholate
C19700	4'-O-Demethylrebeccamycin
C05516	5-Amino-4-imidazole carboxylate
C03671	2-Pyrone-4,6-dicarboxylate
C06229	Fe(III)dicitrate
C21008	7,8-Dihydromonapterin
C14811	Trioxilin B3
C07572	Citalopram
C05916	Metarhodopsin
C00718	Amylose
C06462	Leukotriene F4
C00565	Trimethylamine
C05194	Dihydrochelirubine
C06201	2,4-Dihydroxyhept-2-enedioate
C16595	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one
C00264	3-Oxoacyl-CoA
C20847	(R)-Mevalonate 3-phosphate
C20286	2-Hydroxyamino-1-methyl-6-phenylimidazo[4,5-b]pyridine
C01089	(R)-3-Hydroxybutanoate
C15804	p-Hydroxyphenyl lignin
C11557	1-Phosphatidyl-1D-myo-inositol 5-phosphate
C18033	dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose
C17937	Eumelanin
C00413	Streptomycin
C03454	1-Alkenyl-2-acylglycerol
C15670	Heme A
C03410	N-Glycoloyl-neuraminate
C20285	4-Acetylaminobiphenyl
C05302	2-Methoxy-17beta-estradiol
C19603	4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol
C03033	beta-D-Glucuronoside
C16622	N,N'-Diacetylhydrazine
C00503	Erythritol
C20841	2-Hydroxy-7-methoxy-5-methyl-1-naphthoate
C09816	Benzylsuccinate
C06240	UDP-N-acetyl-D-mannosaminouronate
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]
C21218	Validone 7-phosphate
C21312	6-Methylsalicylyl-CoA
C19673	Malonyl-[acp] methyl ester
C00279	D-Erythrose 4-phosphate
C05443	Vitamin D3
C00110	Dolichyl phosphate
C20345	Isopentenyl phosphate
C00909	Leukotriene A4
C16164	(8Z,11Z,14Z,17Z)-Icosatetraenoyl-CoA
C00510	Oleoyl-CoA
C14786	(1R,2S)-Naphthalene 1,2-oxide
C21216	Validamine 7-phosphate
C08491	(-)-Jasmonic acid
C20607	Tryprostatin A
C00819	D-Glutamine
C02320	R-S-Glutathione
C12836	2-Chloro-3-oxoadipate
C05260	(S)-3-Hydroxytetradecanoyl-CoA
C03944	Dihydro-O-methylsterigmatocystin
C17550	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl)-D-alanyl-D-alanine
C00449	N6-(L-1,3-Dicarboxypropyl)-L-lysine
C00049	L-Aspartate
C02084	Tetrathionate
C03576	Coenzyme M
C17211	2-Oxo-5-methylthiopentanoic acid
C21965	(8Z,11Z,14Z,17Z,20Z)-Hexacosapentaenoyl-CoA
C00795	D-Tagatose
C03657	1,4-Dihydroxy-2-naphthoate
C16548	N,N-Didesmethyltamoxifen
C03564	1-Pyrroline-2-carboxylate
C20466	2,3-Bis-O-(geranylgeranyl)-sn-glycero-1-phospho-L-serine
C00735	Cortisol
C16529	Tetracosanoyl-CoA
C14803	1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene
C21408	(1R,6R)-1,4,5,5a,6,9-Hexahydrophenazine-1,6-dicarboxylate
C01035	4-Guanidinobutanoate
C21999	Stearoyl-KDO2-lipid IVA
C00409	Methanethiol
C05789	L-Urobilinogen
C04690	2-(Hydroxymethyl)-3-(acetamidomethylene)succinate
C11426	cis-4-(1'-Hydroxynaphth-2'-yl)-2-oxobut-3-enoate
C06504	Cob(II)yrinate a,c diamide
C06585	cis-2,3-Dihydro-2,3-dihydroxy-4'-chlorobiphenyl
C13632	4,4'-Dihydroxy-alpha-methylstilbene
C05261	3-Oxotetradecanoyl-CoA
C02477	alpha-Tocopherol
C08601	Lutein
C00258	D-Glycerate
C21959	(10Z,13Z,16Z,19Z,22Z,25Z)-Octacosahexaenoyl-CoA
C14844	Bromobenzene-3,4-dihydrodiol
C05178	(R)-Reticuline
C05913	(3Z)-Phytochromobilin
C00039	DNA
C21482	1-Octadecanoyl-2-(15S-hydroxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine
C11543	Cobalt-dihydro-precorrin 6
C19712	N-Hydroxy-L-phenylalanine
C22160	[Lipoyl-carrier protein E2]-N6-octanoyl-L-lysine
C00080	H+
C01737	Neomycin B
C20876	Very-long-chain acyl-CoA
C05468	5beta-Cyprinolsulfate
C11998	Narbomycin
C21932	Cerotoyl-CoA
C01050	UDP-N-acetylmuramate
C02718	N-Formiminoglycine
C08813	Brassicasterol
C05760	trans-Tetradec-2-enoyl-[acp]
C21943	Sapienoyl-CoA
C16617	6-Mercaptopurine ribonucleoside triphosphate
C19491	(E)-2-Methylbutanal oxime
C01441	Neamine
C05686	Adenylylselenate
C16161	alpha-Linolenoyl-ACP
C18041	5alpha-Pregnan-20alpha-ol-3-one
C01371	Alkane
C15886	3,4-Dihydroanhydrorhodovibrin
C02133	Acyl phosphate
C11231	Docetaxel anhydrous
C00416	Phosphatidate
C06570	Tetracycline
C15781	24-Methylenecholesterol
C14155	gamma-Tocotrienol
C05202	3'-Hydroxy-N-methyl-(S)-coclaurine
C06589	cis-2,3-Dihydro-2,3-dihydroxybiphenyl
C00631	2-Phospho-D-glycerate
C01801	Deoxyribose
C00295	Orotate
C00061	FMN
C03506	Indoleglycerol phosphate
C05276	trans-Oct-2-enoyl-CoA
C05220	Salutaridinol
C14704	N-Nitrosodimethylamine
C12505	Magnesium sulfate
C05565	Hydantoin-5-propionate
C16565	Aminopropylcadaverine
C11920	dTDP-L-olivose
C20291	N-Hydroxy-MeIQx
C00275	D-Mannose 6-phosphate
C02763	2-Hydroxy-3-phenylpropenoate
C02139	Chlorophyllide
C18933	Chloranil
C00975	Dihydroxyfumarate
C04487	5-(D-Galactosyloxy)-L-lysine-procollagen
C00206	dADP
C05782	Myoglobin
C06001	(S)-3-Hydroxyisobutyrate
C00360	dAMP
C20280	1-Phenylazo-2,6-dihydroxynaphthalene
C01249	7,8-Dihydro-7,8-dihydroxykynurenate
C20512	Tryprostatin B
C14152	beta-Tocopherol
C20453	Norsolorinic acid anthrone
C22101	N5-Citryl-D-ornithine
C03582	Resveratrol
C06054	2-Oxo-3-hydroxy-4-phosphobutanoate
C06749	6-Hydroxycyclohex-1-ene-1-carbonyl-CoA
C18009	4-(gamma-L-Glutamylamino)-(2S)-2-hydroxybutanoyl-[acp]
C06755	Chloroacetic acid
C00822	Dopaquinone
C05422	Dehydroascorbate
C11963	Avermectin B1b aglycone
C05274	Decanoyl-CoA
C06124	Sphingosine 1-phosphate
C00099	beta-Alanine
C05777	Coenzyme F430
C06172	Neopinone
C01500	Geraniol
C11512	Methyl jasmonate
C02843	Long-chain acyl-CoA
C19615	Hexadecanedioate
C04411	(2R,3S)-3-Isopropylmalate
C14837	9,10-Dihydroxy-12,13-epoxyoctadecanoate
C00130	IMP
C05938	L-4-Hydroxyglutamate semialdehyde
C01451	Salicin
C20827	3-Hydroxyisovalerate
C19706	cis-3-Hydroxy-L-proline
C00329	D-Glucosamine
C03277	Imidazol-5-yl-pyruvate
C15882	2-Methyl-6-phytylquinol
C00523	Androsterone
C00079	L-Phenylalanine
C00376	Retinal
C01138	Streptomycin 6-phosphate
C06188	Salicin 6-phosphate
C12650	Capecitabine
C04650	L-Phosphinothricin
C17568	Ubiquinone-6
C11348	(S)-1-Phenylethanol
C00371	Zeatin
C00341	Geranyl diphosphate
C16168	(6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA
C20284	Benzenediazonium
C16593	7-Mercaptoheptanoic acid
C06050	2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate
C05596	p-Hydroxyphenylacetylglycine
C17948	Deamino-alpha-keto-demethylphosphinothricin
C07712	Secalciferol
C02642	3-Ureidopropionate
C17232	2-Oxo-10-methylthiodecanoic acid
C20604	Fumitremorgin C
C05476	Tetrahydrocorticosterone
C06025	KDO2-lipid IVA
C03375	Norspermidine
C02305	Phosphocreatine
C17333	3beta-Hydroxy-5-cholestenoate
C00593	Sulfoacetaldehyde
C05275	trans-Dec-2-enoyl-CoA
C01088	(R)-3,3-Dimethylmalate
C05775	alpha-Ribazole
C11895	Taxa-4(20),11(12)-dien-5alpha-ol
C15925	GDP-L-gulose
